,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,POP_STATUS,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,ISL_CODE,ISL_SLOPE,SITE_SLOPE_100m,SITE_SLOPE_200m,SITE_SLOPE_400m,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,SOFT_CORAL,MA,CCA,TA,SAND,CYANO,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,PISCIVORE,PLANKTIVORE,PRIMARY,SECONDARY,UNKNOWN,TotFish
829,3737,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefShallow,Rota,ROT-00159,ROT,15.42911781,5.448993489,5.660376859,7.311725521,01/05/2011,Forereef,Shallow,14.11380705,145.1953853,5,7.5,1,45,4,35,7.5,0,0,2,NA,NA,NA,2,1,0.280678584,0.330347456,1.487036167,1.932748504,0,4.030810711
830,3738,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefShallow,Rota,ROT-00107,ROT,15.42911781,9.81375339,8.907291186,8.8844681,01/05/2011,Forereef,Shallow,14.11504431,145.1678368,5,7.5,0,10,22.5,60,0,0,0,3,NA,NA,NA,2,1,0.61657912,0.931348551,8.386853496,6.654117421,0,16.58889859
831,3742,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefDeep,Rota,ROT-00201,ROT,15.42911781,7.296576731,6.556285058,5.452591104,02/05/2011,Forereef,Deep,14.14465087,145.1361301,24.5,6.5,1,12.5,2.5,62.5,15,0,0,2.5,NA,NA,NA,2,1,2.379498994,9.993605459,18.45314914,2.71136461,0,33.5376182
832,3743,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefDeep,Rota,ROT-00069,ROT,15.42911781,7.021243857,6.921106171,6.559500533,02/05/2011,Forereef,Deep,14.17066997,145.1596501,24,1,0.5,86.5,0,3,9,0,0,1.5,NA,NA,NA,2,1,2.039088673,0.976311138,6.152933582,8.262304335,0,17.43063773
833,3744,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefMid,Rota,ROT-00082,ROT,15.42911781,7.508344926,6.715352772,5.446527961,02/05/2011,Forereef,Mid,14.17172969,145.1767691,14,7.5,0,25,3.5,60,4,0,0,1.5,NA,NA,NA,2,1,2.079681061,1.028355563,5.977773189,5.224297639,0,14.31010745
834,3745,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefShallow,Rota,ROT-00176,ROT,15.42911781,5.93349215,6.231702504,5.941499723,02/05/2011,Forereef,Shallow,14.17565955,145.1960068,16,63.5,0,7.5,3.5,22.5,3,0,0,3,NA,NA,NA,2,1,1.203356793,0.049878079,6.85178552,2.387688022,0,10.49270841
835,3746,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefMid,Rota,ROT-00065,ROT,15.42911781,6.880168371,6.341716224,5.371829982,02/05/2011,Forereef,Mid,14.18533838,145.2101288,13,2.5,0,46.5,0,30,21,0,0,1.5,NA,NA,NA,2,1,1.254638856,0.604515222,1.923817083,6.087017763,0,9.869988925
836,3747,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefShallow,Rota,ROT-00156,ROT,15.42911781,3.301570158,3.464568324,3.73430394,02/05/2011,Forereef,Shallow,14.19781476,145.2329424,5,1.5,0,66,2.5,30,0,0,0,1,NA,NA,NA,2,1,0.071706122,0.141983214,1.744804192,0.992418096,0,2.950911624
837,3748,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefDeep,Rota,ROT-00200,ROT,15.42911781,12.50829468,10.1680267,9.827448667,02/05/2011,Forereef,Deep,14.13286641,145.1251059,25.1,5,1,12.5,5,56.5,20,0,0,1.5,NA,NA,NA,2,1,1.855544757,7.022243712,51.09339012,5.285418662,0,65.25659725
838,3749,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefDeep,Rota,ROT-00068,ROT,15.42911781,9.437079137,7.376283896,6.428169426,02/05/2011,Forereef,Deep,14.15774918,145.1490878,23,5,0.5,45,10.5,34,5,0,0,2.5,NA,NA,NA,2,1,15.70782966,1.919631399,12.35077578,26.76596768,0,56.74420452
839,3750,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefShallow,Rota,ROT-00145,ROT,15.42911781,7.167917504,7.017236537,6.262234248,02/05/2011,Forereef,Shallow,14.17314875,145.1836808,4,60,5,7.5,5,19,3.5,0,0,3.5,NA,NA,NA,2,1,4.803039816,0.441967936,21.46435679,10.43031105,0,37.1396756
840,3751,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefMid,Rota,ROT-00078,ROT,15.42911781,4.191861834,5.305269931,4.486558451,02/05/2011,Forereef,Mid,14.18242207,145.203903,14,10,0.5,50,0.5,37.5,1.5,0,0,1,NA,NA,NA,2,1,2.272929122,0.903465682,6.321243526,4.207333541,0,13.70497187
841,3752,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefMid,Rota,ROT-00061,ROT,15.42911781,3.796032042,3.689910598,4.495615164,02/05/2011,Forereef,Mid,14.19111201,145.2184564,15.1,5,0,40,3.5,39,12.5,0,0,1,NA,NA,NA,2,1,7.774223838,1.832194648,15.64737201,139.6363633,0,164.8901538
842,3753,nSPC,2011,S.MARIAN,Mariana Archipelago,Rota,P,Rota,2011,ForereefShallow,Rota,ROT-00120,ROT,15.42911781,4.028716426,4.089042054,4.090683548,02/05/2011,Forereef,Shallow,14.19993413,145.2364141,6,7.5,0,75,0,17.5,0,0,0,1,NA,NA,NA,2,1,0,0.218223495,4.972714108,5.346067504,0,10.53700511
843,3756,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefDeep,Tinian,TIN-00065,TIN,14.08195504,8.785647307,14.40616304,19.28583696,03/05/2011,Forereef,Deep,15.05560893,145.5972048,21,2,0.5,50,0,46,1.5,0,0,1,NA,NA,NA,2,1,0.471742073,1.808977432,0.670182069,1.717036548,0,4.667938122
844,3757,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefDeep,Tinian,TIN-00078,TIN,14.08195504,6.486465483,7.658767539,13.08152257,03/05/2011,Forereef,Deep,15.07505151,145.613193,20,60,1,7.5,3.5,27.5,0.5,0,0,2,NA,NA,NA,2,1,5.451554088,1.909091412,17.19273489,9.385915892,0,33.93929628
845,3758,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefShallow,Tinian,TIN-00177,TIN,14.08195504,9.484501884,11.90807171,12.62554905,03/05/2011,Forereef,Shallow,15.08291314,145.6250726,5,20,1,32.5,1,42.5,3,0,0,3,NA,NA,NA,2,1,0.968073077,1.610430154,7.572295657,5.667057522,0,15.81785641
846,3759,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefMid,Tinian,TIN-00129,TIN,14.08195504,8.123724315,9.246791702,9.813191926,03/05/2011,Forereef,Mid,15.08659439,145.65793,20,1.5,0,60,0,33.5,5,0,0,1,NA,NA,NA,2,1,1.621186911,6.570503324,7.036042196,0.961202205,0,16.18893464
847,3760,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefShallow,Tinian,TIN-00179,TIN,14.08195504,10.31487899,9.829660997,8.902007434,03/05/2011,Forereef,Shallow,15.06957184,145.6561005,12,15,0,22.5,0,62.5,0,0,0,1.5,NA,NA,NA,2,1,0.605396355,2.837098364,2.16706127,3.848507398,0,9.458063387
848,3761,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefShallow,Tinian,TIN-00153,TIN,14.08195504,5.86783694,6.033112813,6.377814987,03/05/2011,Forereef,Shallow,15.035516,145.6505384,6,47.5,0,7.5,7.5,35.5,2,0,0,2.5,NA,NA,NA,2,1,0,0.080973066,5.933944214,9.71260059,0,15.72751787
849,3762,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefDeep,Tinian,TIN-00096,TIN,14.08195504,7.94630334,7.161463999,6.289825857,03/05/2011,Forereef,Deep,15.04022704,145.5937288,25,20,0,12.5,7.5,49,11,0,0,2,NA,NA,NA,2,1,8.488010824,5.2193249,24.54355318,31.38576416,0,69.63665306
850,3763,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefDeep,Tinian,TIN-00061,TIN,14.08195504,13.11687002,12.67745129,13.17375084,03/05/2011,Forereef,Deep,15.06910052,145.6086787,24.5,22.5,0,12.5,10,50,5,0,0,2,NA,NA,NA,2,1,2.225135784,6.975028028,10.27755544,5.400636171,0,24.87835542
851,3764,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefDeep,Tinian,TIN-00092,TIN,14.08195504,12.15073534,11.0388629,12.74234291,03/05/2011,Forereef,Deep,15.09075584,145.6318404,22,30,1,7.5,5,48.5,8,0,0,2,NA,NA,NA,2,1,1.508245368,36.2361016,10.84840087,9.147557643,0,57.74030549
852,3765,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefMid,Tinian,TIN-00119,TIN,14.08195504,6.394452927,7.136345248,7.193341066,03/05/2011,Forereef,Mid,15.07773262,145.658422,13,2,0,36.5,2.5,29,30,0,0,1,NA,NA,NA,2,1,0,0.922101459,0.153039798,12.0965751,0,13.17171635
853,3766,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefMid,Tinian,TIN-00126,TIN,14.08195504,7.19535515,6.096356802,4.514151033,03/05/2011,Forereef,Mid,15.04110027,145.6494687,12,20,0.5,30,3.5,45.5,0.5,0,0,2,NA,NA,NA,2,1,0.164507522,1.306622625,13.42687312,4.055940381,0,18.95394365
854,3767,nSPC,2011,S.MARIAN,Mariana Archipelago,Tinian,P,Tinian,2011,ForereefMid,Tinian,TIN-00116,TIN,14.08195504,13.56794357,12.89472185,12.20021856,03/05/2011,Forereef,Mid,15.01924572,145.6626065,15,10,5,37.5,5,40,2.5,0,0,1.5,NA,NA,NA,2,1,2.103822813,0.985963675,10.94100593,2.72711044,0,16.75790286
855,3773,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefDeep,Aguijan,AGU-00100,AGU,14.52299393,12.87876822,12.57496787,12.44743456,04/05/2011,Forereef,Deep,14.83986234,145.5486053,20,6.5,0.5,35,2.5,23,32.5,0,0,2,NA,NA,NA,2,1,7.419065922,2.235638796,4.921714943,4.20627763,0,18.78269729
856,3774,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefMid,Aguijan,AGU-00079,AGU,14.52299393,13.53380777,14.16506286,14.97610945,04/05/2011,Forereef,Mid,14.84715686,145.5690495,13,6.5,0,45,0,46,2.5,0,0,1.5,NA,NA,NA,2,1,43.57503543,1.813942748,3.091788349,5.620096763,0,54.10086329
857,3775,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefDeep,Aguijan,AGU-00078,AGU,14.52299393,13.3820865,13.45011852,12.94057,04/05/2011,Forereef,Deep,14.86491719,145.5800492,20,15,0.5,37.5,3.5,43.5,0,0,0,1,NA,NA,NA,2,1,2.229684322,6.553859692,18.86200777,8.881684472,0,36.52723626
858,3776,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefShallow,Aguijan,AGU-00118,AGU,14.52299393,22.27454847,22.3323349,20.37300542,04/05/2011,Forereef,Shallow,14.86078198,145.5586668,4,35,1.5,1,15,47.5,0,0,0,2,NA,NA,NA,2,1,0.869493117,3.490713826,17.27903484,4.927987642,0,26.56722943
859,3777,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefMid,Aguijan,AGU-00086,AGU,14.52299393,13.57018539,13.66432397,13.34551156,04/05/2011,Forereef,Mid,14.84943263,145.536134,11,27.5,2,1,7.5,61.5,0.5,0,0,2.5,NA,NA,NA,2,1,3.201513901,6.533283011,34.95197337,3.19298339,0,47.87975367
860,3778,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefShallow,Aguijan,AGU-00103,AGU,14.52299393,5.053778638,5.746943474,6.406208313,04/05/2011,Forereef,Shallow,14.84304294,145.5381751,4,25,0,0.5,10,64.5,0,0,0,4,NA,NA,NA,2,1,1.11564362,0.743938863,20.54535888,7.051642286,0,29.45658365
861,3779,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefDeep,Aguijan,AGU-00095,AGU,14.52299393,9.908914376,9.922780254,9.926812726,04/05/2011,Forereef,Deep,14.8367286,145.5428066,24,12.5,0,45,0,31,11.5,0,0,2,NA,NA,NA,2,1,6.434271211,4.674155564,9.398687937,6.215633249,0,26.72274796
862,3780,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefDeep,Aguijan,AGU-00075,AGU,14.52299393,11.63686494,11.59583528,12.1311813,04/05/2011,Forereef,Deep,14.8422299,145.558905,22.7,22.5,0,30,5,32.5,10,0,0,2,NA,NA,NA,2,1,4.730159478,8.117763184,8.701963294,8.953615535,0,30.50350149
863,3781,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefDeep,Aguijan,AGU-00096,AGU,14.52299393,14.87481488,15.72467882,16.92378847,04/05/2011,Forereef,Deep,14.85210218,145.5754342,22,1.5,0,35,2,45,16.5,0,0,1,NA,NA,NA,2,1,2.191237088,0.578079264,8.736316381,3.307474298,0,14.81310703
864,3782,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefMid,Aguijan,AGU-00066,AGU,14.52299393,14.51976889,14.46203347,14.04140726,04/05/2011,Forereef,Mid,14.86709422,145.576241,13,32.5,1.5,12.5,10,30,0,13.5,0,2,NA,NA,NA,2,1,1.719053404,2.865988622,16.72417589,3.669264747,0,24.97848267
865,3783,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefShallow,Aguijan,AGU-00114,AGU,14.52299393,15.94883812,17.12677557,18.16726168,04/05/2011,Forereef,Shallow,14.8569564,145.5502817,5,35,0,5,10,50,0,0,0,1.5,NA,NA,NA,2,1,0.4704707,3.031713686,5.160974242,2.873465255,0,11.53662388
866,3784,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefShallow,Aguijan,AGU-00105,AGU,14.52299393,10.57586203,10.72313598,10.48120012,04/05/2011,Forereef,Shallow,14.84585054,145.5371264,5,40,2.5,10,5,37.5,5,0,0,2.5,NA,NA,NA,2,1,4.873559509,0.680930499,11.30695473,4.727181953,0,21.58862669
867,3785,nSPC,2011,S.MARIAN,Mariana Archipelago,Aguijan,P,Aguijan,2011,ForereefMid,Aguijan,AGU-00064,AGU,14.52299393,13.20998226,13.62363022,12.19378951,04/05/2011,Forereef,Mid,14.83408235,145.5306025,13.35,12.5,0,33.75,4,39.5,8.75,1.25,0.25,1.5,NA,NA,NA,4,2,0.989514365,1.201429174,4.575646956,3.525657367,0,10.29224786
868,3786,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefDeep,GUAM_EAST_OPEN,GUA-00140,GUA,19.00943068,7.985071182,7.485520707,7.154015705,05/05/2011,Forereef,Deep,13.53079062,144.9331843,27.15,16.25,0,32.5,13.75,26.75,7.5,3.25,0,2,NA,NA,NA,4,2,43.98454033,9.759977046,14.00109258,5.063400842,0,72.8090108
869,3787,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00361,GUA,19.00943068,5.068698785,4.559501336,4.682162791,05/05/2011,Forereef,Mid,13.50471142,144.892803,9,10,0,22.5,5,62.5,0,0,0,2.5,NA,NA,NA,2,1,0.141445361,1.461733171,7.528615892,3.29359635,0,12.42539077
870,3788,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00245,GUA,19.00943068,3.568948721,3.742592553,5.554255755,05/05/2011,Forereef,Mid,13.46950902,144.8593297,15.8,12.5,0.5,20,12.5,49.5,2.5,2.5,0,1.5,NA,NA,NA,2,1,4.220097059,1.234079583,4.474781634,3.064720964,0,12.99367924
871,3789,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefShallow,GUAM_EAST_OPEN,GUA-00468,GUA,19.00943068,6.812915417,5.421091204,6.879800107,05/05/2011,Forereef,Shallow,13.44205476,144.8219563,6,15,0,7.5,12.5,62.5,0,2.5,0,1,NA,NA,NA,2,1,1.134021258,0.969271947,13.59969972,2.077499473,0,17.7804924
872,3790,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefShallow,GUAM_EAST_OPEN,GUA-00617,GUA,19.00943068,4.676028048,5.651590945,6.550536544,05/05/2011,Forereef,Shallow,13.37275445,144.7767706,5,47.5,2.5,7.5,7.5,32.5,0,2.5,0,2.5,NA,NA,NA,2,1,0.141445361,0.292478779,11.45226974,3.449724191,0,15.33591808
873,3791,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00189,GUA,19.00943068,3.937656227,6.145400111,7.057690998,05/05/2011,Forereef,Mid,13.34326406,144.7757075,16.5,10,0,20,7.5,50.5,12,0,0,2.75,NA,NA,NA,4,2,1.591716023,0.534115877,27.64106058,3.311514637,0,33.07840712
874,3792,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefShallow,GUAM_EAST_OPEN,GUA-00510,GUA,19.00943068,1.603157541,1.835882463,4.676668534,05/05/2011,Forereef,Shallow,13.41880839,144.7916766,3.3,57.5,0,7.5,5,24,6,0,0,2.5,NA,NA,NA,2,1,0,0.057655188,15.52523312,4.325669698,0,19.90855801
875,3796,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefDeep,GUAM_EAST_OPEN,GUA-00083,GUA,19.00943068,9.07275798,7.559276822,6.637475883,05/05/2011,Forereef,Deep,13.5064225,144.899066,20,10,0.5,45,12.5,28,4,0,0,2,NA,NA,NA,2,1,6.347525508,8.800764762,16.4040722,6.332088997,0,37.88445147
876,3797,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00348,GUA,19.00943068,3.991311676,4.372064787,6.555774603,05/05/2011,Forereef,Mid,13.4890816,144.879471,15,6,1,35,11.5,42,4.5,0,0,2,NA,NA,NA,2,1,2.37771851,1.647405768,7.911018347,8.622948745,0,20.55909137
877,3798,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00214,GUA,19.00943068,4.663516444,4.211173263,4.287989804,05/05/2011,Forereef,Mid,13.45801659,144.8415725,7,12.5,1,10,30,46.5,0,0,0,2,NA,NA,NA,2,1,1.851563064,2.41700821,38.88920611,8.712290033,0,51.87006742
878,3799,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefShallow,GUAM_EAST_OPEN,GUA-00488,GUA,19.00943068,9.37074198,12.98649625,14.78657436,05/05/2011,Forereef,Shallow,13.42613267,144.8061635,5,6.5,0,65,0,28,0.5,0,0,1,NA,NA,NA,2,1,0,0.791296694,4.697238226,4.10210831,0,9.59064323
879,3800,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00436,GUA,19.00943068,8.086337549,7.459802536,6.32732034,05/05/2011,Forereef,Mid,13.39291871,144.7807065,16,15,0,67.5,0,14,3.5,0,0,3.5,NA,NA,NA,2,1,3.915089709,1.971715893,23.5857572,84.84697524,0,114.319538
880,3801,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefShallow,GUAM_EAST_OPEN,GUA-00595,GUA,19.00943068,7.139780379,7.909204387,7.782323359,05/05/2011,Forereef,Shallow,13.35060921,144.7756377,6,55,0,5,11,28.5,0.5,0,0,3,NA,NA,NA,2,1,0.54097282,0.333620258,20.69859105,8.317290445,0,29.89047458
881,3803,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,PATI_PT_MPA,2011,ForereefDeep,PATI_PT_MPA,GUA-00129,GUA,19.00943068,15.06244831,12.13923325,12.89617635,06/05/2011,Forereef,Deep,13.5999834,144.9624264,28,5,52.5,15,0,22.5,5,0,0,1.5,NA,NA,NA,2,1,0.888703048,0.903892228,3.081009053,2.794008314,0,7.667612643
882,3804,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00269,GUA,19.00943068,6.761433166,6.550709084,6.198160438,06/05/2011,Forereef,Mid,13.54195003,144.9357235,10,17.5,0,5,20,55,2.5,0,0,1.5,NA,NA,NA,2,1,2.099305862,0.573804002,12.88032934,2.817684792,0,18.371124
883,3805,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,PATI_PT_MPA,2011,ForereefMid,PATI_PT_MPA,GUA-00368,GUA,19.00943068,6.968724944,5.504004844,4.832975501,06/05/2011,Forereef,Mid,13.56236575,144.9404961,13.6,27.5,1,27.5,15,29,0,0,0,2,NA,NA,NA,2,1,4.922301454,4.573693309,22.27351346,9.624790459,0,41.39429868
884,3806,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,PATI_PT_MPA,2011,ForereefDeep,PATI_PT_MPA,GUA-00107,GUA,19.00943068,10.58810939,9.2155494,9.777783885,06/05/2011,Forereef,Deep,13.59466013,144.9582105,21,7.5,10,7.5,12.5,60,2.5,0,0,1.5,NA,NA,NA,2,1,0.494242593,2.056891041,6.592620228,2.739232919,0,11.88298678
885,3807,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,PATI_PT_MPA,2011,ForereefMid,PATI_PT_MPA,GUA-00241,GUA,19.00943068,18.74515838,14.22018759,13.36495356,06/05/2011,Forereef,Mid,13.60211818,144.9516656,12,30,1,5.5,15,48.5,0,0,0,1.5,NA,NA,NA,2,1,4.483352946,1.148387113,40.95976023,10.48072652,0,57.07222681
886,3808,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,PATI_PT_MPA,2011,ForereefDeep,PATI_PT_MPA,GUA-00153,GUA,19.00943068,11.62729176,11.68228744,10.87177853,06/05/2011,Forereef,Deep,13.60228272,144.9305082,22,10,1,37.5,10,39.5,2,0,0,2,NA,NA,NA,2,1,7.138152591,28.03827149,70.32271641,53.05838653,0,158.557527
887,3809,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2011,ForereefShallow,GUAM_WEST_OPEN,GUA-00253,GUA,19.00943068,5.01629849,4.60171464,5.27094038,06/05/2011,Forereef,Shallow,13.62393242,144.9008731,5,45,0.5,25,17.5,11.5,0.5,0,0,1.5,NA,NA,NA,2,1,0,0.90128297,5.783529222,5.378954516,0,12.06376671
888,3810,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2011,ForereefMid,GUAM_WEST_OPEN,GUA-00199,GUA,19.00943068,4.217942977,4.624438895,4.595277794,06/05/2011,Forereef,Mid,13.63937021,144.8880506,13,15,0,52.5,3.5,26.5,2.5,0,0,2,NA,NA,NA,2,1,3.852180222,0.897329077,17.03488691,9.889480725,0,31.67387694
889,3811,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_WEST_OPEN,2011,ForereefShallow,GUAM_WEST_OPEN,GUA-00607,GUA,19.00943068,3.331880837,6.66762503,8.187102312,06/05/2011,Forereef,Shallow,13.64638084,144.848981,6,22.5,0,11,6,59.5,1,0,0,2,NA,NA,NA,2,1,1.365161195,3.484305829,9.875673678,4.194465854,0,18.91960656
890,3818,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefDeep,GUAM_EAST_OPEN,GUA-00126,GUA,19.00943068,1.793004632,3.417716257,4.986798672,07/05/2011,Forereef,Deep,13.32785217,144.777844,22,7.5,0.5,25,2.5,61,3.5,0,0,2,NA,NA,NA,2,1,3.610010475,9.032658461,70.45199184,15.87001955,0,98.96468033
891,3819,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefDeep,GUAM_EAST_OPEN,GUA-00136,GUA,19.00943068,10.44958839,8.586896714,6.332371232,07/05/2011,Forereef,Deep,13.31161181,144.7741797,21,30,1,17.5,10,41,0.5,0,0,3,NA,NA,NA,2,1,3.479339875,2.91503999,14.60980885,7.013889903,0,28.01807862
892,3820,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefShallow,GUAM_EAST_OPEN,GUA-00527,GUA,19.00943068,5.657727628,5.443939579,5.487584235,07/05/2011,Forereef,Shallow,13.29369172,144.7686773,6,35,0,15,22.5,27,0,0,0.5,1,NA,NA,NA,2,1,1.170094095,0.063154288,7.289215327,3.596881328,0,12.11934504
893,3821,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,GUAM_EAST_OPEN,2011,ForereefMid,GUAM_EAST_OPEN,GUA-00343,GUA,19.00943068,7.624313586,8.975904693,9.02390243,07/05/2011,Forereef,Mid,13.26884592,144.7479111,12.5,10,0.5,37.5,5,44,3,0,0,1.5,NA,NA,NA,2,1,1.443297917,2.488226639,16.49430555,2.587525581,0,23.01335569
894,3822,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,ACHANG_MPA,2011,ForereefShallow,ACHANG_MPA,GUA-00470,GUA,19.00943068,2.374817664,2.582429797,4.90814951,07/05/2011,Forereef,Shallow,13.24405015,144.7140063,4.5,35,0.5,10,12.5,42,0,0,0,2,NA,NA,NA,2,1,0.234786985,0.108817767,6.88482408,4.090163095,0,11.31859193
895,3823,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,ACHANG_MPA,2011,ForereefShallow,ACHANG_MPA,GUA-00579,GUA,19.00943068,3.011302376,5.065478746,7.832880536,07/05/2011,Forereef,Shallow,13.24169174,144.6935272,4,25,0,17.5,12.5,35,10,0,0,3,NA,NA,NA,2,1,0,0.106044001,9.06743544,2.613107534,0,11.78658697
896,3824,nSPC,2011,S.MARIAN,Mariana Archipelago,Guam,P,ACHANG_MPA,2011,ForereefMid,ACHANG_MPA,GUA-00228,GUA,19.00943068,6.622663694,9.157575786,12.27563866,07/05/2011,Forereef,Mid,13.24185837,144.7150304,15.5,12.5,0,37.5,7.5,40,2.5,0,0,1,NA,NA,NA,2,1,0.560190015,9.050410451,7.371199414,4.150400632,0,21.13220051
